,Unnamed: 0,YEAR,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM),TOTAL SCHOOLS (PREP),TOTAL STUDENTS (PRESTD),TOTAL  TEACHERS: MALE  (PMTCH),TOTAL  TEACHERS: FEMALE  (PFTCH),BLIND (BLC1),LOW VISION (LVC1),HEARING IMPAIRMENT (HEC1),SPEECH IMPAIRMENT (SPC1),LOCOMOTOR IMPAIRMENT (LOC1),MENTAL RETARDATION (MEC1),LEARNING DISABILITY (LEC1),CEREBRAL PALSY (CPC1),AUTISM (AUC1),MULTIPLE (MUC1)
440,440,2015-16,CHHATTISGARH,BALOD,,,,,,,0.0,120,6221,486,848,31,266,161,100,340,376,821,29,15,204
441,441,2015-16,CHHATTISGARH,BEMETARA,,,,,,,0.0,122,7069,529,737,15,130,159,54,295,247,61,7,3,114
442,442,2015-16,CHHATTISGARH,BALODABAZAR,,,,,,,0.0,214,13874,1014,1562,75,949,434,477,809,777,793,76,8,356
443,443,2015-16,CHHATTISGARH,GARIABAND,,,,,,,0.0,49,3949,358,350,45,282,147,172,263,277,91,29,3,131
444,444,2015-16,CHHATTISGARH,BALRAMPUR,,,,,,,0.0,72,4062,541,538,47,259,231,124,431,408,494,7,12,110
445,445,2015-16,CHHATTISGARH,SURAJPUR,,,,,,,0.0,106,5349,703,769,34,485,447,223,290,170,902,20,6,62
446,446,2015-16,MADHYA PRADESH,SHEOPUR,687952.0,22.96,902.0,58.02,44.45,70.3,6606.0,92,5096,723,406,33,170,195,32,577,338,495,36,17,75
447,447,2015-16,MADHYA PRADESH,MORENA,1965137.0,23.38,839.0,72.07,57.64,84.2,4989.0,102,4251,3309,1525,74,244,437,111,1208,548,506,121,108,438
448,448,2015-16,MADHYA PRADESH,BHIND,1703562.0,19.25,838.0,76.59,63.96,87.2,4459.0,275,9208,3120,1915,82,250,241,81,921,358,608,35,5,68
449,449,2015-16,MADHYA PRADESH,GWALIOR,2030543.0,24.41,862.0,77.93,68.29,86.3,4560.0,608,38949,5966,8667,42,739,276,161,800,665,2912,102,20,124
450,450,2015-16,MADHYA PRADESH,DATIA,786375.0,18.4,875.0,73.5,60.21,85.2,2902.0,155,9011,1298,1391,38,111,237,44,398,180,158,12,2,103
451,451,2015-16,MADHYA PRADESH,SHIVPURI,1725818.0,22.74,877.0,63.73,49.47,76.2,10066.0,293,14471,2285,2401,115,370,525,245,833,993,699,26,3,124
452,452,2015-16,MADHYA PRADESH,GUNA,1240938.0,26.91,910.0,65.1,52.53,76.6,6390.0,272,17883,2340,2658,51,166,246,78,586,210,155,13,9,109
453,453,2015-16,MADHYA PRADESH,TIKAMGARH,1444920.0,20.11,901.0,62.57,50.71,73.3,5048.0,116,1725,1263,975,15,127,270,1,435,118,15,7,0,43
454,454,2015-16,MADHYA PRADESH,CHHATARPUR,1762857.0,19.54,884.0,64.9,54.34,74.2,8687.0,368,14259,3052,3048,71,463,558,180,954,805,573,12,3,131
455,455,2015-16,MADHYA PRADESH,PANNA,1016028.0,18.62,907.0,66.08,55.55,75.6,7135.0,339,7145,1799,1133,366,284,326,191,337,212,237,58,24,50
456,456,2015-16,MADHYA PRADESH,SAGAR,2378295.0,17.62,896.0,77.52,67.71,86.3,10252.0,679,33226,2306,3656,239,1156,1071,561,1396,1033,477,40,25,392
457,457,2015-16,MADHYA PRADESH,DAMOH,1263703.0,16.58,913.0,70.92,59.9,81.0,7306.0,253,19156,1187,1462,35,454,491,35,813,485,92,15,0,148
458,458,2015-16,MADHYA PRADESH,SATNA,2228619.0,19.17,927.0,73.79,63.42,83.4,7502.0,605,30523,4157,4380,453,435,740,466,1025,1149,170,37,7,166
459,459,2015-16,MADHYA PRADESH,REWA,2363744.0,19.79,930.0,73.42,62.49,83.7,6314.0,412,19271,3825,2161,251,255,521,178,827,728,159,33,12,87
460,460,2015-16,MADHYA PRADESH,UMARIA,643579.0,24.73,953.0,67.34,56.06,78.1,4076.0,81,3660,483,386,38,381,161,38,258,147,86,1,1,43
461,461,2015-16,MADHYA PRADESH,SHAHDOL,1064989.0,17.27,968.0,68.36,58.16,78.3,6205.0,172,8565,974,1361,53,303,404,146,590,352,218,16,0,64
462,462,2015-16,MADHYA PRADESH,SIDHI,1126515.0,23.66,952.0,66.09,55.23,76.5,4851.0,294,10485,2006,1072,127,430,446,130,894,625,162,44,5,120
463,463,2015-16,MADHYA PRADESH,NEEMUCH,825958.0,13.76,959.0,71.81,57.25,85.9,4256.0,308,18484,1267,2604,23,534,149,31,234,227,92,10,1,74
464,464,2015-16,MADHYA PRADESH,MANDSAUR,1339832.0,13.19,966.0,72.75,58.3,86.8,5535.0,276,15334,2234,2160,22,302,211,41,525,297,223,23,7,138
465,465,2015-16,MADHYA PRADESH,RATLAM,1454483.0,19.67,973.0,68.03,56.45,79.4,4861.0,278,17012,1945,3650,65,251,190,33,571,154,136,3,0,59
466,466,2015-16,MADHYA PRADESH,UJJAIN,1986597.0,16.11,954.0,73.55,61.4,85.2,6091.0,703,43964,3279,5390,106,156,331,145,737,1163,329,57,19,467
467,467,2015-16,MADHYA PRADESH,SHAJAPUR,1512353.0,17.17,939.0,70.17,56.36,83.2,6195.0,454,22740,2561,1629,28,98,157,73,334,204,23,5,1,118
468,468,2015-16,MADHYA PRADESH,DEWAS,1563107.0,19.48,941.0,70.53,58.27,82.1,7020.0,725,30849,2742,3588,19,254,342,677,242,468,624,44,2,145
469,469,2015-16,MADHYA PRADESH,JHABUA,1024091.0,30.58,989.0,44.45,34.29,54.7,3600.0,192,8663,678,832,29,115,154,86,524,100,26,3,0,24
470,470,2015-16,MADHYA PRADESH,DHAR,2184672.0,25.53,961.0,60.57,49.69,71.1,8153.0,736,29104,2293,3747,49,348,440,128,1229,478,829,19,5,164
471,471,2015-16,MADHYA PRADESH,INDORE,3272335.0,32.71,924.0,82.32,74.89,89.2,3898.0,767,35904,2994,8449,114,228,370,86,487,476,3468,17,1,107
472,472,2015-16,MADHYA PRADESH,KHARGONE,1872413.0,22.81,963.0,63.98,53.68,74.0,8025.0,473,30815,1915,4022,65,289,341,67,712,277,21,21,9,127
473,473,2015-16,MADHYA PRADESH,BARWANI,1385659.0,27.55,981.0,50.23,43.07,57.3,5427.0,231,15029,811,1791,26,238,188,45,391,138,51,5,17,55
474,474,2015-16,MADHYA PRADESH,KHANDWA,1309443.0,21.44,944.0,67.53,56.54,77.9,7352.0,324,22331,865,3048,76,537,433,71,857,558,1055,31,11,163
475,475,2015-16,MADHYA PRADESH,RAJGARH,1546541.0,23.32,955.0,62.68,49.79,75.1,6153.0,694,34464,3236,2583,23,305,473,101,697,722,1234,23,4,159
476,476,2015-16,MADHYA PRADESH,VIDISHA,1458212.0,20.03,897.0,72.08,61.67,81.4,7371.0,499,24370,1834,2795,57,499,910,87,1079,533,615,41,15,160
477,477,2015-16,MADHYA PRADESH,BHOPAL,2368145.0,28.46,911.0,82.26,76.57,87.4,2772.0,1148,90239,3410,12326,28,264,321,57,237,216,29,2,5,54
478,478,2015-16,MADHYA PRADESH,SEHORE,1311008.0,21.51,918.0,71.11,58.86,82.4,6578.0,529,38148,3381,2491,68,151,113,48,583,229,54,3,6,57
479,479,2015-16,MADHYA PRADESH,RAISEN,1331699.0,18.36,899.0,74.26,65.09,82.5,8466.0,413,31288,2050,2777,81,226,332,182,630,403,524,93,7,184
480,480,2015-16,MADHYA PRADESH,BETUL,1575247.0,12.91,970.0,70.14,61.63,78.4,10043.0,329,20476,998,2510,62,334,220,204,571,543,243,32,7,170
481,481,2015-16,MADHYA PRADESH,HARDA,570302.0,20.21,932.0,74.04,64.3,83.1,3334.0,195,10613,915,1267,19,181,115,55,354,234,81,7,3,68
482,482,2015-16,MADHYA PRADESH,HOSHANGABAD,1240975.0,14.45,912.0,76.52,67.04,85.2,6703.0,301,16829,1770,3022,49,125,164,74,204,227,2649,27,19,62
483,483,2015-16,MADHYA PRADESH,KATNI,1291684.0,21.38,948.0,73.62,62.47,84.2,4950.0,269,12372,913,1378,302,438,345,69,660,796,892,6,0,210
484,484,2015-16,MADHYA PRADESH,JABALPUR,2460714.0,14.39,925.0,82.47,75.3,89.1,5211.0,663,41192,1728,7518,179,274,408,210,993,1092,589,31,15,213
485,485,2015-16,MADHYA PRADESH,NARSIMHAPUR,1092141.0,14.04,917.0,76.79,67.64,85.2,5133.0,265,18748,1477,2562,72,158,197,101,646,484,197,59,1,220
486,486,2015-16,MADHYA PRADESH,DINDORI,704218.0,21.26,1004.0,65.47,53.49,77.6,7470.0,144,3858,427,311,62,219,391,89,485,276,139,8,5,170
487,487,2015-16,MADHYA PRADESH,MANDLA,1053522.0,17.81,1005.0,68.28,57.2,79.5,5800.0,302,8010,506,874,66,195,229,151,628,283,308,7,13,133
488,488,2015-16,MADHYA PRADESH,CHHINDWARA,2090306.0,13.03,966.0,72.21,63.38,80.8,11815.0,496,31317,1977,3982,84,431,529,207,1835,1256,942,75,52,336
489,489,2015-16,MADHYA PRADESH,SEONI,1378876.0,18.2,984.0,73.01,64.14,81.8,8758.0,362,20553,1179,2161,77,545,426,93,856,572,406,25,2,213
490,490,2015-16,MADHYA PRADESH,BALAGHAT,1701156.0,13.56,1021.0,78.29,69.71,87.1,9229.0,393,20292,1635,3456,94,277,262,102,776,773,1815,17,8,371
491,491,2015-16,MADHYA PRADESH,ASHOKNAGAR,844979.0,22.65,900.0,67.9,54.18,80.2,4674.0,165,13246,1149,1271,40,121,192,54,403,167,255,15,3,73
492,492,2015-16,MADHYA PRADESH,ANUPPUR,749521.0,12.35,975.0,69.08,57.89,80.1,3747.0,217,5235,834,798,30,411,257,0,396,229,484,22,0,59
493,493,2015-16,MADHYA PRADESH,BURHANPUR,756993.0,19.23,951.0,65.28,57.12,73.1,3427.0,144,11612,602,1262,46,506,110,25,211,47,7,2,0,21
494,494,2015-16,MADHYA PRADESH,ALIRAJPUR,728677.0,19.4,1009.0,37.22,30.97,43.6,3182.0,110,2426,229,391,42,132,126,43,319,67,42,2,2,65
495,495,2015-16,MADHYA PRADESH,SINGRAULI,1178132.0,28.03,916.0,62.36,49.86,73.8,5675.0,166,7107,1689,907,83,465,489,179,779,448,189,17,0,96
496,496,2015-16,MADHYA PRADESH,AGAR MALWA,,,,,,,,206,12249,1265,691,67,117,67,67,212,187,94,7,4,37
497,497,2015-16,GUJARAT,KACHCHH,2090313.0,32.03,907.0,71.58,61.62,80.6,45674.0,248,20467,961,3405,64,377,420,227,666,1202,167,17,15,197
498,498,2015-16,GUJARAT,BANAS KANTHA,3116045.0,24.43,936.0,66.39,52.58,79.45,10743.0,133,9271,1765,1645,181,576,505,492,1321,1362,460,37,19,277
499,499,2015-16,GUJARAT,PATAN,1342746.0,13.53,935.0,73.47,62.01,84.28,5792.0,65,5690,420,884,62,271,158,213,563,764,150,42,5,80
500,500,2015-16,GUJARAT,MAHESANA,2027727.0,9.91,925.0,84.26,76.12,91.88,4401.0,96,7339,921,2086,92,181,255,83,678,1237,38,47,2,113
501,501,2015-16,GUJARAT,SABAR KANTHA,2427346.0,16.56,950.0,76.6,65.29,87.45,7394.0,46,3010,1252,1301,77,211,349,89,467,629,331,56,5,85
502,502,2015-16,GUJARAT,GANDHINAGAR,1387478.0,12.15,920.0,85.78,77.37,93.59,2140.0,165,11925,1106,3407,95,278,126,139,483,652,250,23,0,103
503,503,2015-16,GUJARAT,AHMEDABAD,7208200.0,22.31,903.0,86.65,80.29,92.44,8107.0,562,58064,3126,14539,261,1643,872,600,1218,2000,724,222,32,278
504,504,2015-16,GUJARAT,SURENDRANAGAR,1755873.0,15.89,929.0,73.19,62.2,83.47,10423.0,82,5786,790,1365,133,398,313,297,565,1158,513,136,12,150
505,505,2015-16,GUJARAT,RAJKOT,3799770.0,19.87,924.0,82.2,75.26,88.67,11198.0,265,19707,2403,7190,95,323,428,151,469,903,302,47,9,148
506,506,2015-16,GUJARAT,JAMNAGAR,2159130.0,13.38,938.0,74.4,65.97,82.35,14184.0,93,6573,814,2123,18,145,72,102,275,506,310,36,7,84
507,507,2015-16,GUJARAT,PORBANDAR,586062.0,9.17,947.0,76.63,68.32,84.56,2316.0,55,3911,267,1041,24,61,62,46,169,285,19,32,1,53
508,508,2015-16,GUJARAT,JUNAGADH,2742291.0,12.01,952.0,76.88,67.59,85.8,8831.0,73,5096,1392,3031,91,201,222,81,315,824,97,149,4,97
509,509,2015-16,GUJARAT,AMRELI,1513614.0,8.59,964.0,74.49,66.97,81.82,7397.0,57,3051,727,1697,54,253,142,139,371,698,161,43,6,98
510,510,2015-16,GUJARAT,BHAVNAGAR,2877961.0,16.53,931.0,76.84,66.92,86.15,10034.0,119,12812,1293,2302,51,382,426,219,507,1111,482,117,15,195
511,511,2015-16,GUJARAT,ANAND,2090276.0,12.57,921.0,85.79,77.76,93.23,3204.0,122,14030,1271,2107,177,661,303,257,778,1223,505,43,7,174
512,512,2015-16,GUJARAT,KHEDA,2298934.0,12.81,937.0,84.31,74.67,93.4,3953.0,99,9144,908,1334,124,439,270,171,814,1212,226,45,12,151
513,513,2015-16,GUJARAT,PANCH MAHALS,2388267.0,17.92,945.0,72.32,59.95,84.07,5231.0,117,10240,588,961,128,386,318,273,766,1464,88,71,11,152
514,514,2015-16,GUJARAT,DOHAD,2126558.0,29.95,986.0,60.6,49.02,72.14,3642.0,78,7379,457,794,210,446,275,260,748,1004,322,64,34,113
515,515,2015-16,GUJARAT,VADODARA,4157568.0,14.16,934.0,81.21,74.4,87.59,7546.0,335,33218,1668,6027,70,601,333,348,716,1830,470,133,26,197
516,516,2015-16,GUJARAT,NARMADA,590379.0,14.77,960.0,73.29,63.62,82.6,2817.0,62,3167,113,275,18,169,136,123,208,509,415,16,9,69
517,517,2015-16,GUJARAT,BHARUCH,1550822.0,13.14,924.0,83.03,76.79,88.8,6509.0,171,17138,1150,2714,98,249,174,148,449,961,244,35,13,75
518,518,2015-16,GUJARAT,SURAT,6079231.0,42.19,788.0,86.65,81.02,91.05,4549.0,468,60999,4618,11841,343,2100,425,583,1005,1924,1638,232,36,212
519,519,2015-16,GUJARAT,THE DANGS,226769.0,21.44,1007.0,76.8,68.75,84.98,1766.0,9,263,61,94,28,78,42,74,129,248,773,5,4,32
520,520,2015-16,GUJARAT,NAVSARI,1330711.0,8.24,961.0,84.78,79.3,90.06,2246.0,103,12723,465,1559,27,213,507,111,259,578,92,8,7,51
521,521,2015-16,GUJARAT,VALSAD,1703068.0,20.74,926.0,80.94,74.96,86.48,3008.0,137,15157,705,2696,72,221,217,168,421,688,228,33,11,111
522,522,2015-16,GUJARAT,TAPI,806489.0,12.07,1004.0,69.23,61.69,76.86,3139.0,36,2351,216,431,7,85,46,82,166,284,208,26,15,86
523,523,2015-16,GUJARAT,ARAVALLI,,,,,,,,55,3677,613,723,51,200,269,106,297,452,96,31,1,87
524,524,2015-16,GUJARAT,BOTAD,,,,,,,,27,2052,455,579,22,193,65,77,159,358,88,49,5,41
525,525,2015-16,GUJARAT,DEVBHOOMI DWARKA,,,,,,,,44,3300,612,963,16,74,60,113,216,308,57,12,10,71
526,526,2015-16,GUJARAT,GIR SOMNATH,,,,,,,,49,2639,1008,2001,51,237,158,190,456,673,98,94,17,160
527,527,2015-16,GUJARAT,MAHISAGAR,,,,,,,,49,1998,492,487,65,269,211,97,492,1245,188,61,2,84
528,528,2015-16,GUJARAT,CHHOTAUDEPUR,,,,,,,,29,1904,250,297,48,222,120,156,342,677,451,17,6,96
529,529,2015-16,GUJARAT,MORBI,,,,,,,,21,1639,934,1567,20,101,82,109,243,393,209,13,9,87
530,530,2015-16,DAMAN AND DIU,DIU,52056.0,17.73,1030.0,83.36,75.83,91.24,39.0,10,351,30,77,0,6,0,5,13,10,2,1,0,3
531,531,2015-16,DAMAN AND DIU,DAMAN,190855.0,67.43,533.0,88.06,81.14,91.53,72.0,22,3268,80,340,1,46,13,9,23,20,2,0,0,3
532,532,2015-16,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI(UT),342853.0,55.5,775.0,77.65,65.93,86.46,491.0,40,4046,179,642,6,36,64,27,67,156,9,9,1,16
533,533,2015-16,MAHARASHTRA,NANDURBAR,1646177.0,25.5,972.0,63.04,53.9,71.98,5955.0,97,8935,4103,1564,51,359,206,219,325,501,135,12,20,72
534,534,2015-16,MAHARASHTRA,DHULE,2048781.0,19.96,941.0,74.61,66.21,82.59,7195.0,204,18393,6448,2433,209,1034,663,430,682,929,242,80,24,177
535,535,2015-16,MAHARASHTRA,JALGAON,4224442.0,14.71,922.0,79.73,70.92,87.97,11765.0,283,37529,10153,4649,114,1291,909,590,1354,1355,297,73,72,460
536,536,2015-16,MAHARASHTRA,BULDANA,2588039.0,15.93,928.0,82.09,72.95,90.69,9661.0,194,24655,5968,2012,425,1193,892,999,1476,1471,453,65,86,406
537,537,2015-16,MAHARASHTRA,AKOLA,1818617.0,11.6,942.0,87.55,81.91,92.89,5676.0,199,25252,4186,2832,234,1688,758,1120,797,959,1556,95,81,328
538,538,2015-16,MAHARASHTRA,WASHIM,1196714.0,17.23,926.0,81.7,72.26,90.54,4898.0,62,5076,3201,1095,121,842,448,371,709,565,474,14,40,198
539,539,2015-16,MAHARASHTRA,AMRAVATI,2887826.0,10.77,947.0,88.23,83.52,92.7,12210.0,321,23635,5437,4407,546,1111,1038,541,1093,1610,518,100,62,401
540,540,2015-16,MAHARASHTRA,WARDHA,1296157.0,4.8,946.0,87.22,81.89,92.27,6309.0,152,12798,2672,2448,126,784,475,545,436,818,1349,67,66,221
541,541,2015-16,MAHARASHTRA,NAGPUR,4653171.0,14.39,948.0,89.52,85.07,93.76,9892.0,853,74141,8213,14488,361,2820,1315,629,1037,3092,962,304,90,490
542,542,2015-16,MAHARASHTRA,BHANDARA,1198810.0,5.52,984.0,85.14,77.02,93.17,4087.0,114,9671,2624,1813,84,1111,338,383,460,1167,1020,97,41,139
543,543,2015-16,MAHARASHTRA,GONDIYA,1322331.0,10.13,996.0,85.41,77.3,93.54,5234.0,104,7606,2770,1427,57,607,264,258,668,1121,930,54,6,287
544,544,2015-16,MAHARASHTRA,GADCHIROLI,1071795.0,10.46,975.0,70.55,60.66,80.21,14412.0,79,6030,2579,894,64,777,807,406,686,1067,935,75,28,218
545,545,2015-16,MAHARASHTRA,CHANDRAPUR,2194262.0,5.95,959.0,81.35,73.65,88.73,11443.0,224,21699,4441,3474,139,1074,685,647,871,1434,1477,68,50,499
546,546,2015-16,MAHARASHTRA,YAVATMAL,2775457.0,12.9,947.0,80.7,72.41,88.58,13582.0,241,22777,4953,2660,299,1642,1095,734,1437,1412,709,46,119,407
547,547,2015-16,MAHARASHTRA,NANDED,3356566.0,16.7,937.0,76.94,66.68,86.62,10528.0,299,23356,8522,3087,635,1288,1048,758,1730,1781,858,50,31,234
548,548,2015-16,MAHARASHTRA,HINGOLI,1178973.0,19.43,935.0,76.04,64.73,86.73,4827.0,69,6020,2497,633,190,665,331,390,778,612,249,29,31,223
549,549,2015-16,MAHARASHTRA,PARBHANI,1835982.0,20.18,940.0,75.22,64.27,85.66,6214.0,313,15048,4446,1938,152,1554,722,1000,1421,1168,530,86,23,238
550,550,2015-16,MAHARASHTRA,JALNA,1958483.0,21.84,929.0,73.61,61.28,85.25,7718.0,156,10640,4247,1335,282,529,309,365,986,713,431,55,40,305
551,551,2015-16,MAHARASHTRA,AURANGABAD (MAHARASHTRA),3695928.0,27.33,917.0,80.4,70.81,89.31,10107.0,557,35000,8476,6725,365,1506,987,1247,1728,1946,907,146,96,448
552,552,2015-16,MAHARASHTRA,NASHIK,6109052.0,22.33,931.0,80.96,73.43,88.03,15530.0,458,66095,10588,7773,260,2336,1030,1229,1820,2429,1373,139,80,522
553,553,2015-16,MAHARASHTRA,THANE,11054131.0,35.94,880.0,86.18,80.78,90.9,9558.0,1079,179686,7598,18339,308,3014,1610,775,1352,2389,1644,134,204,478
554,554,2015-16,MAHARASHTRA,MUMBAI (SUBURBAN),9332481.0,8.01,857.0,90.9,86.93,90.54,446.0,710,105875,1398,9524,159,2544,1215,669,720,2855,1806,242,137,350
555,555,2015-16,MAHARASHTRA,MUMBAI II,3145966.0,-5.75,838.0,88.48,86.03,94.28,157.0,74,25421,8844,21765,151,3811,957,625,407,300,2480,135,106,114
556,556,2015-16,MAHARASHTRA,RAIGARH (MAHARASHTRA),2635394.0,19.36,955.0,83.89,76.79,90.68,7152.0,328,39421,4767,6382,68,1172,706,423,604,1596,652,191,49,433
557,557,2015-16,MAHARASHTRA,PUNE,9426959.0,30.34,910.0,87.19,81.13,92.72,15643.0,1495,192797,15139,21223,1164,9158,1567,1471,1535,2073,3074,121,195,580
558,558,2015-16,MAHARASHTRA,AHMADNAGAR,4543083.0,12.43,934.0,80.22,71.15,88.81,17048.0,353,32313,10818,5241,318,2139,1255,1553,1858,2452,1191,149,90,684
559,559,2015-16,MAHARASHTRA,BID,2585962.0,19.65,912.0,73.53,62.29,83.99,10693.0,217,11753,8787,2468,107,1144,1207,1677,1465,1893,1651,59,67,358
560,560,2015-16,MAHARASHTRA,LATUR,2455543.0,18.04,924.0,79.03,70.02,87.42,7157.0,225,17014,8545,3239,346,754,1077,852,1498,1596,569,93,48,250
561,561,2015-16,MAHARASHTRA,OSMANABAD,1660311.0,11.69,920.0,76.33,66.67,85.31,7569.0,701,14296,3587,1190,107,1353,741,663,814,846,698,35,41,324
562,562,2015-16,MAHARASHTRA,SOLAPUR,4315527.0,12.1,932.0,77.72,68.55,86.35,14895.0,475,44283,11417,5900,282,1584,1562,754,1650,2227,497,112,34,506
563,563,2015-16,MAHARASHTRA,SATARA,3003922.0,6.94,986.0,84.2,76.29,92.09,10480.0,244,24264,5842,4167,185,1153,645,566,864,1899,1539,45,67,414
564,564,2015-16,MAHARASHTRA,RATNAGIRI,1612672.0,-4.96,1123.0,82.43,74.55,91.43,8208.0,167,11782,2542,1488,48,835,439,284,437,2118,1225,72,14,205
565,565,2015-16,MAHARASHTRA,SINDHUDURG,848868.0,-2.3,1037.0,86.54,79.73,93.68,5207.0,49,3357,1579,983,11,640,308,533,311,1108,583,51,13,172
566,566,2015-16,MAHARASHTRA,KOLHAPUR,3874015.0,9.96,953.0,82.9,74.18,91.33,7685.0,364,35490,7357,4624,144,754,918,415,1014,2156,1307,292,54,506
567,567,2015-16,MAHARASHTRA,SANGLI,2820575.0,9.18,964.0,82.62,74.66,90.4,8572.0,326,26521,6161,3735,90,2715,1243,888,1008,2172,1940,105,54,484
568,568,2015-16,MAHARASHTRA,PALGHAR,,,,,,,,289,41115,2582,6036,162,1280,1124,487,919,1149,477,28,37,336
569,569,2015-16,ANDHRA PRADESH,SRIKAKULAM,2699471.0,6.38,1014.0,62.3,52.56,72.25,5837.0,4,0,1754,1750,142,479,359,288,374,906,360,187,145,703
570,570,2015-16,ANDHRA PRADESH,VIZIANAGARAM,2342868.0,4.16,1016.0,59.49,50.16,69.04,6539.0,8,0,2103,2011,293,248,392,249,251,624,221,99,190,510
571,571,2015-16,ANDHRA PRADESH,VISAKHAPATNAM,4288113.0,11.89,1003.0,67.7,60.0,75.48,11161.0,4,0,2250,3645,450,463,457,322,414,992,423,261,356,1327
572,572,2015-16,ANDHRA PRADESH,EAST GODAVARI,5151549.0,5.1,1005.0,71.35,67.82,74.91,10807.0,7,0,5698,7920,464,544,633,615,505,1777,403,421,314,1189
573,573,2015-16,ANDHRA PRADESH,WEST GODAVARI,3934782.0,3.45,1004.0,74.32,71.05,77.63,7742.0,0,0,2465,3817,210,935,669,615,424,1604,1140,240,247,1102
574,574,2015-16,ANDHRA PRADESH,KRISHNA,4529009.0,8.15,997.0,74.37,69.62,79.13,8727.0,0,0,3880,7193,292,621,539,473,379,1483,1648,314,278,1018
575,575,2015-16,ANDHRA PRADESH,GUNTUR,4889230.0,9.5,1003.0,67.99,60.64,75.4,11391.0,0,0,3628,5767,256,837,610,661,327,1490,1244,244,314,1269
576,576,2015-16,ANDHRA PRADESH,PRAKASAM,3392764.0,10.9,981.0,63.53,53.4,73.54,17626.0,0,0,3574,3232,244,841,879,671,410,2007,904,360,209,880
577,577,2015-16,ANDHRA PRADESH,NELLORE,2966082.0,11.15,986.0,69.15,62.3,75.93,13076.0,10,0,2313,2747,157,375,311,389,331,1032,331,207,163,547
578,578,2015-16,ANDHRA PRADESH,Kadapa,2884524.0,10.87,984.0,67.88,57.26,78.41,15359.0,6,0,3123,2535,216,1208,599,510,313,1397,726,323,190,591
579,579,2015-16,ANDHRA PRADESH,KURNOOL,4046601.0,14.65,984.0,61.13,50.81,71.36,17658.0,0,0,4469,5145,288,2070,1066,1220,688,1724,489,285,475,875
580,580,2015-16,ANDHRA PRADESH,ANANTAPUR,4083315.0,12.16,977.0,64.28,54.31,74.09,19130.0,0,0,2546,2452,449,553,450,740,355,1444,426,293,449,921
581,581,2015-16,ANDHRA PRADESH,CHITTOOR,4170468.0,11.33,1002.0,72.36,63.65,81.15,15152.0,0,0,2685,3767,278,647,823,687,518,2189,868,359,227,987
582,582,2015-16,KARNATAKA,BELGAUM,4778439.0,13.38,969.0,73.94,64.74,82.9,13433.0,346,44030,1050,2167,67,430,407,348,866,698,65,47,34,448
583,583,2015-16,KARNATAKA,BAGALKOT,1890826.0,14.46,984.0,69.39,58.55,80.16,6552.0,301,34691,1568,1742,201,349,250,568,937,817,134,20,26,551
584,584,2015-16,KARNATAKA,BIJAPUR (KARNATAKA),2175102.0,20.38,954.0,67.2,56.54,77.41,10498.0,374,32808,2190,2444,78,606,523,518,864,867,176,47,38,494
585,585,2015-16,KARNATAKA,GULBARGA,2564892.0,17.94,962.0,65.65,55.87,,10954.0,485,41810,2085,4800,260,1299,470,880,1223,1091,237,64,31,514
586,586,2015-16,KARNATAKA,BIDAR,1700018.0,13.16,952.0,71.01,61.66,79.94,5448.0,136,14398,2055,2790,139,429,275,508,682,621,1150,61,25,500
587,587,2015-16,KARNATAKA,RAICHUR,1924773.0,15.27,992.0,60.46,49.56,71.35,8442.0,302,28708,1332,2436,209,283,228,556,756,669,222,41,27,437
588,588,2015-16,KARNATAKA,KOPPAL,1391292.0,16.32,983.0,67.28,56.22,78.21,5570.0,209,20789,1014,1426,128,293,218,407,740,697,82,91,13,328
589,589,2015-16,KARNATAKA,GADAG,1065235.0,9.61,978.0,75.18,65.29,84.89,4657.0,175,19291,664,1039,76,678,417,343,746,631,157,9,7,366
590,590,2015-16,KARNATAKA,DHARWAD,1846993.0,15.13,967.0,80.3,73.57,86.83,4260.0,328,30349,1078,2961,168,603,267,332,606,714,271,59,12,305
591,591,2015-16,KARNATAKA,UTTARA KANNADA,1436847.0,6.15,975.0,84.03,78.21,89.72,10277.0,105,11253,200,749,4,516,223,228,257,300,379,30,20,272
592,592,2015-16,KARNATAKA,HAVERI,1598506.0,11.08,951.0,77.6,70.65,84.22,4823.0,258,21401,838,1509,73,492,329,466,699,785,191,41,18,698
593,593,2015-16,KARNATAKA,BELLARY,2532383.0,24.92,978.0,67.85,58.28,77.24,8461.0,535,54691,1545,3119,39,523,372,554,1210,1241,234,54,20,457
594,594,2015-16,KARNATAKA,CHITRADURGA,1660378.0,9.39,969.0,73.82,66.05,81.37,8436.0,344,23270,832,1509,55,747,350,614,830,649,164,43,12,479
595,595,2015-16,KARNATAKA,DAVANAGERE,1946905.0,8.71,967.0,76.3,69.39,83.02,5924.0,441,36233,1600,2851,59,442,476,384,804,707,91,10,3,429
596,596,2015-16,KARNATAKA,SHIMOGA,1755512.0,6.88,995.0,80.5,74.89,86.11,8478.0,387,27871,840,2312,118,1062,264,255,573,556,438,80,20,480
