,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM)
272,NAGALAND,MOKOKCHUNG,193171.0,-16.77,927.0,92.68,91.74,93.55,1615.0
273,NAGALAND,ZUNHEBOTO,141014.0,-8.79,981.0,86.26,83.61,88.86,1255.0
274,NAGALAND,WOKHA,166239.0,3.11,969.0,87.6,84.58,90.53,1628.0
275,NAGALAND,DIMAPUR,379769.0,23.23,916.0,85.44,82.54,88.07,927.0
276,NAGALAND,KOHIMA,270063.0,22.66,927.0,85.58,81.56,89.28,1463.0
277,NAGALAND,PHEK,163294.0,10.19,951.0,79.13,73.5,84.53,2026.0
278,NAGALAND,LONGLENG,74033.0,-30.54,961.0,71.1,65.44,75.6,562.0
279,NAGALAND,KIPHIRE,50593.0,-58.39,903.0,73.1,70.35,76.54,1130.0
280,NAGALAND,PEREN,94954.0,4.61,917.0,79.0,73.57,83.96,1651.0
281,MANIPUR,SENAPATI,354972.0,25.16,939.0,75.0,68.8,80.85,3271.0
282,MANIPUR,TAMENGLONG,140143.0,25.69,953.0,70.4,63.76,76.74,4391.0
283,MANIPUR,CHURACHANDPUR,271274.0,19.03,969.0,84.29,80.13,88.34,4570.0
284,MANIPUR,BISHNUPUR,240363.0,15.36,1000.0,76.35,67.29,85.52,496.0
285,MANIPUR,THOUBAL,420517.0,15.48,1006.0,76.66,67.57,85.9,514.0
286,MANIPUR,IMPHAL WEST,514683.0,15.82,1029.0,86.7,80.71,92.93,519.0
287,MANIPUR,IMPHAL EAST,452661.0,14.63,1011.0,82.81,75.92,89.86,709.0
288,MANIPUR,UKHRUL,183115.0,30.07,948.0,81.87,77.47,86.05,4544.0
289,MANIPUR,CHANDEL,144028.0,21.72,932.0,70.85,63.26,77.93,3313.0
290,MIZORAM,MAMIT,85757.0,36.59,924.0,85.96,81.37,90.15,3025.0
291,MIZORAM,KOLASIB,83054.0,25.92,956.0,94.54,93.53,95.5,1382.0
292,MIZORAM,AIZAWL,404054.0,24.07,1009.0,98.5,98.0,99.01,3576.0
293,MIZORAM,CHAMPHAI,125370.0,15.66,981.0,93.51,92.2,94.8,3185.0
294,MIZORAM,SERCHHIP,64875.0,20.45,976.0,98.76,98.28,99.24,1421.0
295,MIZORAM,LUNGLEI,154094.0,12.29,944.0,89.4,85.85,92.74,4536.0
296,MIZORAM,LAWNGTLAI,117444.0,59.53,945.0,66.41,57.62,74.68,2557.0
297,MIZORAM,SAIHA,56366.0,-7.68,978.0,88.41,85.8,91.0,1399.0
298,TRIPURA,WEST TRIPURA,1724619.0,12.5,964.0,88.91,84.76,92.91,2993.0
299,TRIPURA,SOUTH TRIPURA,875144.0,14.03,957.0,85.41,79.64,90.94,3057.0
300,TRIPURA,DHALAI,377988.0,22.78,945.0,86.82,80.83,92.45,2400.0
301,TRIPURA,NORTH TRIPURA,693281.0,17.32,967.0,88.29,84.69,91.77,2036.0
302,TRIPURA,SEPAHIJALA,,,,,,,0.0
303,TRIPURA,KHOWAI,,,,,,,0.0
304,TRIPURA,GOMATI,,,,,,,0.0
305,TRIPURA,UNAKOTI,,,,,,,0.0
306,MEGHALAYA,WEST GARO HILLS,642923.0,24.02,979.0,68.38,63.34,73.31,3677.0
307,MEGHALAYA,EAST GARO HILLS,317618.0,26.75,968.0,75.51,71.32,79.56,2603.0
308,MEGHALAYA,SOUTH GARO HILLS,142574.0,41.19,944.0,72.39,67.72,76.77,1887.0
309,MEGHALAYA,WEST KHASI HILLS,385601.0,30.25,981.0,79.3,78.3,80.29,5247.0
310,MEGHALAYA,RI BHOI,258380.0,34.02,951.0,77.22,75.85,78.52,2448.0
311,MEGHALAYA,EAST KHASI HILLS,824059.0,24.68,1008.0,84.7,84.15,85.26,2748.0
312,MEGHALAYA,JAINTIA HILLS,392852.0,31.34,1008.0,63.26,66.71,59.75,3819.0
313,MEGHALAYA,NORTH GARO HILLS,,,,,,,
314,MEGHALAYA,EAST JAINTIA HILLS,,,,,,,
315,MEGHALAYA,SOUTH WEST KHASI HILLS,,,,,,,
316,MEGHALAYA,SOUTH WEST GARO HILLS,,,,,,,
317,ASSAM,KOKRAJHAR,886999.0,5.19,958.0,66.63,59.54,73.44,3296.0
318,ASSAM,DHUBRI,1948632.0,24.4,952.0,59.36,54.26,64.2,2176.0
319,ASSAM,GOALPARA,1008959.0,22.74,962.0,68.67,64.53,72.67,1824.0
320,ASSAM,BONGAIGAON,732639.0,19.58,961.0,70.44,65.18,75.48,1093.0
321,ASSAM,BARPETA,1693190.0,21.4,951.0,65.03,59.04,70.72,2282.0
322,ASSAM,KAMRUP-RURAL,1517202.0,15.67,946.0,72.81,67.69,77.64,3105.0
323,ASSAM,NALBARI,769919.0,11.74,945.0,79.89,73.85,85.58,1052.0
324,ASSAM,DARRANG,908090.0,19.51,923.0,64.55,60.4,68.36,1585.0
325,ASSAM,MORIGAON,957853.0,23.39,974.0,69.37,64.99,73.66,1551.0
326,ASSAM,NAGAON,2826006.0,22.09,962.0,73.78,69.21,78.19,3973.0
327,ASSAM,SONITPUR,1925975.0,15.67,946.0,69.96,62.53,76.98,5204.0
328,ASSAM,LAKHIMPUR,1040644.0,17.06,965.0,78.39,71.91,84.66,2277.0
329,ASSAM,DHEMAJI,688077.0,20.3,949.0,69.07,62.13,75.66,3237.0
330,ASSAM,TINSUKIA,1316948.0,14.51,948.0,70.92,63.54,77.89,3790.0
331,ASSAM,DIBRUGARH,1327748.0,12.04,952.0,76.22,69.52,82.59,3381.0
332,ASSAM,SIBSAGAR,1150253.0,9.37,951.0,81.36,75.69,86.75,2668.0
333,ASSAM,JORHAT,1091295.0,9.21,956.0,83.42,78.22,88.38,2851.0
334,ASSAM,GOLAGHAT,1058674.0,11.88,961.0,78.31,72.18,84.2,3502.0
335,ASSAM,KARBI ANGLONG,965280.0,18.69,956.0,73.52,64.62,82.12,10434.0
336,ASSAM,DIMA HASAO,213529.0,13.53,931.0,78.99,72.15,85.34,4888.0
337,ASSAM,CACHAR,1736319.0,20.17,958.0,80.36,74.62,85.85,3786.0
338,ASSAM,KARIMGANJ,1217002.0,20.74,961.0,79.72,73.49,85.7,1809.0
339,ASSAM,HAILAKANDI,659260.0,21.44,946.0,75.26,68.54,81.61,1327.0
340,ASSAM,BAKSA,953773.0,11.17,967.0,70.53,62.23,78.55,2457.0
341,ASSAM,CHIRANG,481818.0,11.26,969.0,64.71,57.87,71.35,1923.0
342,ASSAM,UDALGURI,832769.0,9.76,966.0,66.6,59.17,73.79,2012.0
343,ASSAM,KAMRUP-METRO,1260419.0,18.95,922.0,88.66,85.82,91.26,955.0
344,WEST BENGAL,DARJILING,1842034.0,14.47,971.0,79.92,73.74,85.94,3149.0
345,WEST BENGAL,JALPAIGURI,3869675.0,13.77,954.0,73.79,66.65,80.61,6227.0
346,WEST BENGAL,KOCH BIHAR,2822780.0,13.86,942.0,75.49,69.08,81.52,3387.0
347,WEST BENGAL,UTTAR DINAJPUR,3000849.0,22.9,936.0,60.13,53.15,66.65,3140.0
348,WEST BENGAL,DAKSHIN DINAJPUR,1670931.0,11.16,954.0,73.86,67.81,79.63,2219.0
349,WEST BENGAL,MALDAH,3997970.0,21.5,939.0,62.71,57.84,67.27,3733.0
350,WEST BENGAL,MURSHIDABAD,7102430.0,21.07,957.0,67.53,63.88,71.02,5324.0
351,WEST BENGAL,BIRBHUM,3502387.0,16.15,956.0,70.9,64.07,77.42,4545.0
352,WEST BENGAL,BARDDHAMAN,7723663.0,12.01,943.0,77.15,70.47,83.44,7024.0
353,WEST BENGAL,NADIA,5168488.0,12.24,947.0,75.58,71.35,79.58,3927.0
354,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,10082852.0,12.86,949.0,84.95,81.05,88.66,4094.0
355,WEST BENGAL,HUGLI,5520389.0,9.49,958.0,82.55,76.95,87.93,3149.0
356,WEST BENGAL,BANKURA,3596292.0,12.64,954.0,70.95,60.44,81.0,6882.0
357,WEST BENGAL,PURULIYA,2927965.0,15.43,955.0,65.38,51.29,78.85,6259.0
358,WEST BENGAL,HAORA,4841638.0,13.31,935.0,83.85,79.73,87.69,1467.0
359,WEST BENGAL,KOLKATA,4486679.0,-1.88,899.0,87.14,84.98,89.08,185.0
360,WEST BENGAL,SOUTH  TWENTY FOUR PARGANAS,8153176.0,18.05,949.0,78.57,72.09,84.72,9960.0
361,WEST BENGAL,PURBA MEDINIPUR,5094238.0,15.32,936.0,87.66,81.81,93.14,4713.0
362,WEST BENGAL,PASCHIM MEDINIPUR,5943300.0,14.44,960.0,79.04,71.11,86.66,9368.0
363,WEST BENGAL,SILIGURI,509709.0,8.0,951.0,85.46,81.94,,0.0
364,WEST BENGAL,ALIPURDUAR,,,,,,,
365,JHARKHAND,GARHWA,1322387.0,27.71,933.0,62.18,49.43,74.0,4093.0
366,JHARKHAND,PALAMU,1936319.0,25.94,929.0,65.5,53.87,76.27,4393.0
367,JHARKHAND,CHATRA,1042304.0,28.98,951.0,62.14,51.91,71.85,3718.0
368,JHARKHAND,HAZARIBAG,1734005.0,25.75,946.0,70.48,59.25,81.15,3555.0
369,JHARKHAND,KODARMA,717169.0,32.59,949.0,68.35,54.77,81.25,2540.0
370,JHARKHAND,GIRIDIH,2445203.0,28.33,943.0,65.12,50.33,79.08,4962.0
371,JHARKHAND,DEOGHAR,1491879.0,28.02,921.0,66.34,52.39,79.13,2477.0
372,JHARKHAND,GODDA,1311382.0,25.14,933.0,57.68,44.9,69.56,2266.0
373,JHARKHAND,SAHIBGANJ,1150038.0,23.96,948.0,53.73,44.31,62.65,2063.0
374,JHARKHAND,PAKAUR,899200.0,28.15,985.0,50.17,41.23,59.02,1811.0
375,JHARKHAND,DUMKA,1321096.0,19.39,974.0,62.54,49.6,75.17,3761.0
376,JHARKHAND,DHANBAD,2682662.0,11.91,908.0,75.71,64.7,85.68,2040.0
377,JHARKHAND,BOKARO,2061918.0,15.99,916.0,73.48,61.46,84.5,2883.0
378,JHARKHAND,RANCHI,2912022.0,23.9,950.0,77.13,68.2,85.63,5097.0
379,JHARKHAND,LOHARDAGA,461738.0,26.67,985.0,68.29,57.86,78.62,1502.0
380,JHARKHAND,GUMLA,1025656.0,23.21,993.0,66.92,56.97,76.87,5360.0
381,JHARKHAND,PASHCHIMI SINGHBHUM,1501619.0,21.69,1004.0,59.54,47.01,72.18,7224.0
382,JHARKHAND,PURBI SINGHBHUM,2291032.0,15.53,949.0,76.13,67.33,84.51,3562.0
383,JHARKHAND,JAMTARA,790207.0,21.0,959.0,63.73,50.08,76.85,1811.0
384,JHARKHAND,SARAIKELA-KHARSAWAN,1063458.0,25.28,958.0,68.85,56.19,81.01,2657.0
385,JHARKHAND,SIMDEGA,599813.0,16.62,1000.0,67.59,59.38,75.84,3774.0
386,JHARKHAND,LATEHAR,725673.0,29.38,964.0,61.23,50.26,71.8,4291.0
387,JHARKHAND,KHUNTI,530299.0,21.96,994.0,64.51,53.71,75.33,2535.0
388,JHARKHAND,RAMGARH,949159.0,13.06,921.0,73.92,63.49,83.51,1341.0
389,ODISHA,BARGARH,,,,,65.84,84.28,5837.0
390,ODISHA,JHARSUGUDA,,,,,70.05,86.27,2114.0
391,ODISHA,SAMBALPUR,,,,,68.47,85.17,6624.0
392,ODISHA,DEOGARH,312164.0,13.88,976.0,73.07,63.36,82.62,2940.0
393,ODISHA,SUNDERGARH,2080664.0,13.66,971.0,74.13,65.93,82.13,9712.0
394,ODISHA,KEONJHAR,1802777.0,15.42,987.0,69.0,58.7,79.22,8303.0
395,ODISHA,MAYURBHANJ,2513895.0,13.06,1005.0,63.98,53.18,74.92,10418.0
396,ODISHA,BALASORE,2317419.0,14.47,957.0,80.66,72.95,88.06,3806.0
397,ODISHA,BHADRAK,439917.0,17.82,991.0,72.51,60.44,89.92,2505.0
398,ODISHA,KENDRAPARA,1439891.0,10.59,1006.0,85.93,79.51,92.45,2644.0
399,ODISHA,JAGATSINGHPUR,1136604.0,7.47,967.0,87.13,80.88,93.2,1668.0
400,ODISHA,CUTTACK,2618708.0,11.86,955.0,84.2,77.64,90.51,3932.0
401,ODISHA,JAJPUR,1826275.0,12.43,972.0,80.44,73.37,87.36,2899.0
402,ODISHA,DHENKANAL,1192948.0,11.82,947.0,79.41,71.4,87.08,4452.0
403,ODISHA,ANGUL,1271703.0,11.55,942.0,78.96,70.44,87.06,6375.0
404,ODISHA,NAYAGARH,962215.0,11.3,916.0,79.17,71.08,86.63,3890.0
405,ODISHA,KHORDHA,2246341.0,19.65,925.0,87.51,82.06,92.55,2813.0
406,ODISHA,PURI,1697983.0,13.0,963.0,85.37,78.67,91.84,3479.0
407,ODISHA,GANJAM,3520151.0,11.37,981.0,71.88,61.84,81.85,8206.0
408,ODISHA,GAJAPATI,575880.0,10.99,1042.0,54.29,43.59,65.58,4325.0
409,ODISHA,KANDHAMAL,731952.0,12.92,1037.0,65.12,52.46,78.41,8021.0
410,ODISHA,BOUDH,1506522.0,12.95,981.0,83.25,76.49,84.49,3098.0
411,ODISHA,SONEPUR,652107.0,20.35,959.0,74.42,63.63,84.78,2337.0
412,ODISHA,BOLANGIR,1648574.0,23.29,983.0,65.5,53.77,77.08,6575.0
413,ODISHA,NUAPADA,606490.0,14.28,1020.0,58.2,45.21,71.55,3852.0
414,ODISHA,KALAHANDI,1573054.0,17.79,1003.0,60.22,47.27,73.34,7920.0
415,ODISHA,RAYAGADA,961959.0,15.74,1048.0,50.88,39.87,62.61,7073.0
416,ODISHA,NABARANGPUR,1218762.0,18.81,1018.0,48.2,37.22,59.45,5291.0
417,ODISHA,KORAPUT,1376934.0,16.63,1031.0,49.87,38.92,61.29,8807.0
418,ODISHA,MALKANGIRI,612727.0,21.53,1016.0,49.49,38.95,60.29,5791.0
419,CHHATTISGARH,KORIYA,659039.0,12.4,971.0,71.41,61.01,81.52,6604.0
420,CHHATTISGARH,SURGUJA,2361329.0,19.74,976.0,61.16,50.88,71.23,15732.0
421,CHHATTISGARH,JASHPUR,852043.0,14.65,1004.0,68.6,59.05,78.24,5838.0
422,CHHATTISGARH,RAIGARH (CHHATTISGARH),1493627.0,18.02,993.0,73.7,63.25,84.17,7086.0
423,CHHATTISGARH,KORBA,1206563.0,19.25,971.0,73.22,62.26,83.88,6598.0
424,CHHATTISGARH,JANJGIR - CHAMPA,1620632.0,23.01,986.0,73.7,61.72,85.59,3853.0
425,CHHATTISGARH,BILASPUR (CHHATTISGARH),2662077.0,33.21,972.0,71.59,60.12,82.77,8272.0
426,CHHATTISGARH,KAWARDHA,822239.0,40.66,997.0,61.95,48.94,74.99,4235.0
427,CHHATTISGARH,RAJNANDGAON,1537520.0,19.82,1017.0,76.97,66.98,87.19,8070.0
428,CHHATTISGARH,DURG,3343079.0,18.95,988.0,79.69,70.51,88.8,8535.0
429,CHHATTISGARH,RAIPUR,4062160.0,34.65,983.0,76.43,66.21,86.5,12383.0
430,CHHATTISGARH,MAHASAMUND,1032275.0,20.0,1018.0,71.54,60.37,83.01,4790.0
431,CHHATTISGARH,DHAMTARI,799199.0,13.11,1012.0,78.95,69.24,88.84,4084.0
432,CHHATTISGARH,KANKER,748593.0,15.0,1007.0,70.97,61.08,80.98,7161.0
433,CHHATTISGARH,BASTER,1411644.0,17.83,1024.0,54.94,44.49,65.7,10470.0
434,CHHATTISGARH,DANTEWADA,532791.0,11.9,1022.0,42.67,32.88,52.69,8298.0
435,CHHATTISGARH,KONDAGAON,,,,,,,0.0
436,CHHATTISGARH,NARAYANPUR,,,,,,58.97,4653.0
437,CHHATTISGARH,MUNGELI,,,,,,,0.0
438,CHHATTISGARH,BIJAPUR,,,,,,51.42,8530.0
439,CHHATTISGARH,SUKMA,,,,,,,0.0
440,CHHATTISGARH,BALOD,,,,,,,0.0
441,CHHATTISGARH,BEMETARA,,,,,,,0.0
442,CHHATTISGARH,BALODABAZAR,,,,,,,0.0
443,CHHATTISGARH,GARIABAND,,,,,,,0.0
444,CHHATTISGARH,BALRAMPUR,,,,,,,0.0
445,CHHATTISGARH,SURAJPUR,,,,,,,0.0
446,MADHYA PRADESH,SHEOPUR,687952.0,22.96,902.0,58.02,44.45,70.3,6606.0
447,MADHYA PRADESH,MORENA,1965137.0,23.38,839.0,72.07,57.64,84.2,4989.0
448,MADHYA PRADESH,BHIND,1703562.0,19.25,838.0,76.59,63.96,87.2,4459.0
449,MADHYA PRADESH,GWALIOR,2030543.0,24.41,862.0,77.93,68.29,86.3,4560.0
450,MADHYA PRADESH,DATIA,786375.0,18.4,875.0,73.5,60.21,85.2,2902.0
451,MADHYA PRADESH,SHIVPURI,1725818.0,22.74,877.0,63.73,49.47,76.2,10066.0
452,MADHYA PRADESH,GUNA,1240938.0,26.91,910.0,65.1,52.53,76.6,6390.0
453,MADHYA PRADESH,TIKAMGARH,1444920.0,20.11,901.0,62.57,50.71,73.3,5048.0
454,MADHYA PRADESH,CHHATARPUR,1762857.0,19.54,884.0,64.9,54.34,74.2,8687.0
455,MADHYA PRADESH,PANNA,1016028.0,18.62,907.0,66.08,55.55,75.6,7135.0
456,MADHYA PRADESH,SAGAR,2378295.0,17.62,896.0,77.52,67.71,86.3,10252.0
457,MADHYA PRADESH,DAMOH,1263703.0,16.58,913.0,70.92,59.9,81.0,7306.0
458,MADHYA PRADESH,SATNA,2228619.0,19.17,927.0,73.79,63.42,83.4,7502.0
459,MADHYA PRADESH,REWA,2363744.0,19.79,930.0,73.42,62.49,83.7,6314.0
460,MADHYA PRADESH,UMARIA,643579.0,24.73,953.0,67.34,56.06,78.1,4076.0
461,MADHYA PRADESH,SHAHDOL,1064989.0,17.27,968.0,68.36,58.16,78.3,6205.0
462,MADHYA PRADESH,SIDHI,1126515.0,23.66,952.0,66.09,55.23,76.5,4851.0
463,MADHYA PRADESH,NEEMUCH,825958.0,13.76,959.0,71.81,57.25,85.9,4256.0
464,MADHYA PRADESH,MANDSAUR,1339832.0,13.19,966.0,72.75,58.3,86.8,5535.0
465,MADHYA PRADESH,RATLAM,1454483.0,19.67,973.0,68.03,56.45,79.4,4861.0
466,MADHYA PRADESH,UJJAIN,1986597.0,16.11,954.0,73.55,61.4,85.2,6091.0
467,MADHYA PRADESH,SHAJAPUR,1512353.0,17.17,939.0,70.17,56.36,83.2,6195.0
468,MADHYA PRADESH,DEWAS,1563107.0,19.48,941.0,70.53,58.27,82.1,7020.0
469,MADHYA PRADESH,JHABUA,1024091.0,30.58,989.0,44.45,34.29,54.7,3600.0
470,MADHYA PRADESH,DHAR,2184672.0,25.53,961.0,60.57,49.69,71.1,8153.0
471,MADHYA PRADESH,INDORE,3272335.0,32.71,924.0,82.32,74.89,89.2,3898.0
472,MADHYA PRADESH,KHARGONE,1872413.0,22.81,963.0,63.98,53.68,74.0,8025.0
473,MADHYA PRADESH,BARWANI,1385659.0,27.55,981.0,50.23,43.07,57.3,5427.0
474,MADHYA PRADESH,KHANDWA,1309443.0,21.44,944.0,67.53,56.54,77.9,7352.0
475,MADHYA PRADESH,RAJGARH,1546541.0,23.32,955.0,62.68,49.79,75.1,6153.0
476,MADHYA PRADESH,VIDISHA,1458212.0,20.03,897.0,72.08,61.67,81.4,7371.0
477,MADHYA PRADESH,BHOPAL,2368145.0,28.46,911.0,82.26,76.57,87.4,2772.0
478,MADHYA PRADESH,SEHORE,1311008.0,21.51,918.0,71.11,58.86,82.4,6578.0
479,MADHYA PRADESH,RAISEN,1331699.0,18.36,899.0,74.26,65.09,82.5,8466.0
480,MADHYA PRADESH,BETUL,1575247.0,12.91,970.0,70.14,61.63,78.4,10043.0
481,MADHYA PRADESH,HARDA,570302.0,20.21,932.0,74.04,64.3,83.1,3334.0
482,MADHYA PRADESH,HOSHANGABAD,1240975.0,14.45,912.0,76.52,67.04,85.2,6703.0
483,MADHYA PRADESH,KATNI,1291684.0,21.38,948.0,73.62,62.47,84.2,4950.0
484,MADHYA PRADESH,JABALPUR,2460714.0,14.39,925.0,82.47,75.3,89.1,5211.0
485,MADHYA PRADESH,NARSIMHAPUR,1092141.0,14.04,917.0,76.79,67.64,85.2,5133.0
486,MADHYA PRADESH,DINDORI,704218.0,21.26,1004.0,65.47,53.49,77.6,7470.0
487,MADHYA PRADESH,MANDLA,1053522.0,17.81,1005.0,68.28,57.2,79.5,5800.0
488,MADHYA PRADESH,CHHINDWARA,2090306.0,13.03,966.0,72.21,63.38,80.8,11815.0
489,MADHYA PRADESH,SEONI,1378876.0,18.2,984.0,73.01,64.14,81.8,8758.0
490,MADHYA PRADESH,BALAGHAT,1701156.0,13.56,1021.0,78.29,69.71,87.1,9229.0
491,MADHYA PRADESH,ASHOKNAGAR,844979.0,22.65,900.0,67.9,54.18,80.2,4674.0
492,MADHYA PRADESH,ANUPPUR,749521.0,12.35,975.0,69.08,57.89,80.1,3747.0
493,MADHYA PRADESH,BURHANPUR,756993.0,19.23,951.0,65.28,57.12,73.1,3427.0
494,MADHYA PRADESH,ALIRAJPUR,728677.0,19.4,1009.0,37.22,30.97,43.6,3182.0
495,MADHYA PRADESH,SINGRAULI,1178132.0,28.03,916.0,62.36,49.86,73.8,5675.0
496,MADHYA PRADESH,AGAR MALWA,,,,,,,
497,GUJARAT,KACHCHH,2090313.0,32.03,907.0,71.58,61.62,80.6,45674.0
498,GUJARAT,BANAS KANTHA,3116045.0,24.43,936.0,66.39,52.58,79.45,10743.0
499,GUJARAT,PATAN,1342746.0,13.53,935.0,73.47,62.01,84.28,5792.0
500,GUJARAT,MAHESANA,2027727.0,9.91,925.0,84.26,76.12,91.88,4401.0
501,GUJARAT,SABAR KANTHA,2427346.0,16.56,950.0,76.6,65.29,87.45,7394.0
502,GUJARAT,GANDHINAGAR,1387478.0,12.15,920.0,85.78,77.37,93.59,2140.0
503,GUJARAT,AHMEDABAD,7208200.0,22.31,903.0,86.65,80.29,92.44,8107.0
504,GUJARAT,SURENDRANAGAR,1755873.0,15.89,929.0,73.19,62.2,83.47,10423.0
505,GUJARAT,RAJKOT,3799770.0,19.87,924.0,82.2,75.26,88.67,11198.0
506,GUJARAT,JAMNAGAR,2159130.0,13.38,938.0,74.4,65.97,82.35,14184.0
507,GUJARAT,PORBANDAR,586062.0,9.17,947.0,76.63,68.32,84.56,2316.0
508,GUJARAT,JUNAGADH,2742291.0,12.01,952.0,76.88,67.59,85.8,8831.0
509,GUJARAT,AMRELI,1513614.0,8.59,964.0,74.49,66.97,81.82,7397.0
510,GUJARAT,BHAVNAGAR,2877961.0,16.53,931.0,76.84,66.92,86.15,10034.0
511,GUJARAT,ANAND,2090276.0,12.57,921.0,85.79,77.76,93.23,3204.0
512,GUJARAT,KHEDA,2298934.0,12.81,937.0,84.31,74.67,93.4,3953.0
513,GUJARAT,PANCH MAHALS,2388267.0,17.92,945.0,72.32,59.95,84.07,5231.0
514,GUJARAT,DOHAD,2126558.0,29.95,986.0,60.6,49.02,72.14,3642.0
515,GUJARAT,VADODARA,4157568.0,14.16,934.0,81.21,74.4,87.59,7546.0
516,GUJARAT,NARMADA,590379.0,14.77,960.0,73.29,63.62,82.6,2817.0
517,GUJARAT,BHARUCH,1550822.0,13.14,924.0,83.03,76.79,88.8,6509.0
518,GUJARAT,SURAT,6079231.0,42.19,788.0,86.65,81.02,91.05,4549.0
519,GUJARAT,THE DANGS,226769.0,21.44,1007.0,76.8,68.75,84.98,1766.0
520,GUJARAT,NAVSARI,1330711.0,8.24,961.0,84.78,79.3,90.06,2246.0
521,GUJARAT,VALSAD,1703068.0,20.74,926.0,80.94,74.96,86.48,3008.0
522,GUJARAT,TAPI,806489.0,12.07,1004.0,69.23,61.69,76.86,3139.0
523,GUJARAT,ARAVALLI,,,,,,,
524,GUJARAT,BOTAD,,,,,,,
525,GUJARAT,DEVBHOOMI DWARKA,,,,,,,
526,GUJARAT,GIR SOMNATH,,,,,,,
527,GUJARAT,MAHISAGAR,,,,,,,
528,GUJARAT,CHHOTAUDEPUR,,,,,,,
529,GUJARAT,MORBI,,,,,,,
530,DAMAN AND DIU,DIU,52056.0,17.73,1030.0,83.36,75.83,91.24,39.0
531,DAMAN AND DIU,DAMAN,190855.0,67.43,533.0,88.06,81.14,91.53,72.0
532,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI(UT),342853.0,55.5,775.0,77.65,65.93,86.46,491.0
533,MAHARASHTRA,NANDURBAR,1646177.0,25.5,972.0,63.04,53.9,71.98,5955.0
534,MAHARASHTRA,DHULE,2048781.0,19.96,941.0,74.61,66.21,82.59,7195.0
535,MAHARASHTRA,JALGAON,4224442.0,14.71,922.0,79.73,70.92,87.97,11765.0
536,MAHARASHTRA,BULDANA,2588039.0,15.93,928.0,82.09,72.95,90.69,9661.0
537,MAHARASHTRA,AKOLA,1818617.0,11.6,942.0,87.55,81.91,92.89,5676.0
538,MAHARASHTRA,WASHIM,1196714.0,17.23,926.0,81.7,72.26,90.54,4898.0
539,MAHARASHTRA,AMRAVATI,2887826.0,10.77,947.0,88.23,83.52,92.7,12210.0
540,MAHARASHTRA,WARDHA,1296157.0,4.8,946.0,87.22,81.89,92.27,6309.0
541,MAHARASHTRA,NAGPUR,4653171.0,14.39,948.0,89.52,85.07,93.76,9892.0
542,MAHARASHTRA,BHANDARA,1198810.0,5.52,984.0,85.14,77.02,93.17,4087.0
543,MAHARASHTRA,GONDIYA,1322331.0,10.13,996.0,85.41,77.3,93.54,5234.0
544,MAHARASHTRA,GADCHIROLI,1071795.0,10.46,975.0,70.55,60.66,80.21,14412.0
545,MAHARASHTRA,CHANDRAPUR,2194262.0,5.95,959.0,81.35,73.65,88.73,11443.0
546,MAHARASHTRA,YAVATMAL,2775457.0,12.9,947.0,80.7,72.41,88.58,13582.0
547,MAHARASHTRA,NANDED,3356566.0,16.7,937.0,76.94,66.68,86.62,10528.0
548,MAHARASHTRA,HINGOLI,1178973.0,19.43,935.0,76.04,64.73,86.73,4827.0
549,MAHARASHTRA,PARBHANI,1835982.0,20.18,940.0,75.22,64.27,85.66,6214.0
550,MAHARASHTRA,JALNA,1958483.0,21.84,929.0,73.61,61.28,85.25,7718.0
551,MAHARASHTRA,AURANGABAD (MAHARASHTRA),3695928.0,27.33,917.0,80.4,70.81,89.31,10107.0
552,MAHARASHTRA,NASHIK,6109052.0,22.33,931.0,80.96,73.43,88.03,15530.0
553,MAHARASHTRA,THANE,11054131.0,35.94,880.0,86.18,80.78,90.9,9558.0
554,MAHARASHTRA,MUMBAI (SUBURBAN),9332481.0,8.01,857.0,90.9,86.93,90.54,446.0
555,MAHARASHTRA,MUMBAI II,3145966.0,-5.75,838.0,88.48,86.03,94.28,157.0
556,MAHARASHTRA,RAIGARH (MAHARASHTRA),2635394.0,19.36,955.0,83.89,76.79,90.68,7152.0
557,MAHARASHTRA,PUNE,9426959.0,30.34,910.0,87.19,81.13,92.72,15643.0
558,MAHARASHTRA,AHMADNAGAR,4543083.0,12.43,934.0,80.22,71.15,88.81,17048.0
559,MAHARASHTRA,BID,2585962.0,19.65,912.0,73.53,62.29,83.99,10693.0
560,MAHARASHTRA,LATUR,2455543.0,18.04,924.0,79.03,70.02,87.42,7157.0
561,MAHARASHTRA,OSMANABAD,1660311.0,11.69,920.0,76.33,66.67,85.31,7569.0
562,MAHARASHTRA,SOLAPUR,4315527.0,12.1,932.0,77.72,68.55,86.35,14895.0
563,MAHARASHTRA,SATARA,3003922.0,6.94,986.0,84.2,76.29,92.09,10480.0
564,MAHARASHTRA,RATNAGIRI,1612672.0,-4.96,1123.0,82.43,74.55,91.43,8208.0
565,MAHARASHTRA,SINDHUDURG,848868.0,-2.3,1037.0,86.54,79.73,93.68,5207.0
566,MAHARASHTRA,KOLHAPUR,3874015.0,9.96,953.0,82.9,74.18,91.33,7685.0
